tid,algo,outlier_rate,missing_rate,seed,duration,fisher_dist,frobenius_rel,err_mu,n_iter,converged
89,MeanImpute + SCM,0.025,0.1,89,0.0009090900421142578,6.524747254457036,2.7837579422559178,0.6088325292675579,,True
90,MeanImpute + SCM,0.025,0.1,90,0.0006740093231201172,5.693644961346925,2.344133226159668,0.39742540877027566,,True
91,MeanImpute + SCM,0.025,0.1,91,0.0009567737579345703,5.5990067851496885,2.0537386137869924,0.4871553373138268,,True
92,MeanImpute + SCM,0.025,0.1,92,0.0006701946258544922,5.678386139811462,2.0430857360429338,0.41782726766527106,,True
93,MeanImpute + SCM,0.025,0.1,93,0.0007612705230712891,5.537040250196897,2.1428696080215137,0.5602503984725931,,True
94,MeanImpute + SCM,0.025,0.1,94,0.0006968975067138672,5.043660788726526,2.1304771283302646,0.575984882596408,,True
95,MeanImpute + SCM,0.025,0.1,95,0.0010471343994140625,5.58611153174003,2.36254718263019,0.4327021224035568,,True
96,MeanImpute + SCM,0.025,0.1,96,0.0009398460388183594,5.472497162888871,2.133481574268346,0.4919104034771901,,True
97,MeanImpute + SCM,0.025,0.1,97,0.0009219646453857422,5.919615275144421,2.201206071778182,0.4197583871081931,,True
98,MeanImpute + SCM,0.025,0.1,98,0.0007340908050537109,6.326132167301542,2.7448008164944437,0.5684580985736561,,True
99,MeanImpute + SCM,0.025,0.1,99,0.0006620883941650391,5.687260062910606,2.3589502274352263,0.5449156851764683,,True
100,MeanImpute + SCM,0.025,0.2,100,0.0007884502410888672,5.277309811766888,2.2593409275989567,0.669476596662517,,True
101,MeanImpute + SCM,0.025,0.2,101,0.0009829998016357422,4.674477139526443,1.572220091090936,0.5449793443783695,,True
102,MeanImpute + SCM,0.025,0.2,102,0.0007510185241699219,4.734617692189207,1.784268043581025,0.6734200782293588,,True
103,MeanImpute + SCM,0.025,0.2,103,0.002286195755004883,4.489486429612616,1.3175371449336408,0.4853020937037645,,True
104,MeanImpute + SCM,0.025,0.2,104,0.0010657310485839844,5.191912683470566,1.8883543989546487,0.5165814527159037,,True
105,MeanImpute + SCM,0.025,0.2,105,0.0010128021240234375,5.275975793059006,1.8795147290426628,0.5714585594100373,,True
106,MeanImpute + SCM,0.025,0.2,106,0.0007123947143554688,5.282977382390598,2.3089618943755523,0.6329218540464846,,True
107,MeanImpute + SCM,0.025,0.2,107,0.0006730556488037109,5.351457034516841,1.9470807886969503,0.5479717013886856,,True
108,MeanImpute + SCM,0.025,0.2,108,0.0009751319885253906,5.23609567612278,2.2032770067954286,0.3700660264378683,,True
109,MeanImpute + SCM,0.025,0.2,109,0.000942230224609375,4.855640716873636,1.5692352503096672,0.4257645711649124,,True
110,MeanImpute + SCM,0.025,0.2,110,0.0009348392486572266,5.619121655123039,2.1866750844988276,0.5375427137368546,,True
111,MeanImpute + SCM,0.025,0.2,111,0.0009086132049560547,5.110465601487975,1.7055708807406993,0.5266219667224907,,True
112,MeanImpute + SCM,0.025,0.2,112,0.0007052421569824219,4.912093459315753,1.7525231053642598,0.7313530610164534,,True
113,MeanImpute + SCM,0.025,0.2,113,0.0006687641143798828,5.2013895911703685,1.9794535221538927,0.5016591750097515,,True
